interaction_id,timestamp,query_type,handled_by,response_time_min,resolution_status,customer_sentiment,customer_satisfaction,interaction_cost_usd,customer_id,region,device_type,follow_up_required
b01d6a20-8a3b-4aec-bf9f-e92bcee2ddd8,2024-06-05,Technical Support,Human Agent,8.74,Resolved,0.18,3,8.54,5f277962-e386-47af-9511-71b17f57d540,Nevada,Mobile,False
ae3dffbf-e8e7-48b5-b505-24b3591ae0f2,2024-02-26,Billing Question,AI Chatbot,0.62,Resolved,0.47,3,-0.25,a007f79e-8d80-4d31-8e97-077d6b36982b,Texas,Mobile,False
73b43720-b59a-4ef8-8a5a-4c9b85b32e58,2024-06-20,Technical Support,AI Chatbot,1.74,Escalated,0.23,3,2.61,77757904-3c78-460c-97df-80b560d6601a,Indiana,Desktop,False
77b6833d-28fb-4e41-8279-df18a2c47f9e,2024-05-26,Billing Question,Human Agent,13.16,Resolved,0.03,4,5.84,54599501-ee8e-41c3-8a03-01f7f579213b,Arizona,Mobile,True
cd3253c2-edad-4259-89b8-62c9343d8968,2024-06-25,Technical Support,Human Agent,9.26,Resolved,0.61,2,8.95,f1552c48-0f67-4db7-a010-bf196244ea24,Kansas,Tablet,True
d777708c-b452-442d-959b-f7b6abbec4c7,2024-02-01,Shipping Inquiry,AI Chatbot,1.45,Resolved,-0.13,4,1.63,1733ff25-0566-4052-b7b8-8fd86790a41e,Ohio,Mobile,False
bf3190f7-b765-4ab4-9e4b-261c31ec7507,2024-01-11,Password Reset,Human Agent,6.31,Resolved,0.05,4,7.44,e0d5fe84-a839-4175-847c-52a0f23f093c,Oklahoma,Desktop,False
d90b60ed-deeb-4e04-a5be-b9da6d6443f8,2024-01-25,Shipping Inquiry,AI Chatbot,2.13,Resolved,0.28,4,3.37,65604a72-d379-480a-ab6f-d06a971dbcc7,Michigan,Desktop,False
baf4c075-955d-4764-ba34-9224b09be359,2024-04-21,Technical Support,Human Agent,0.5,Resolved,0.51,4,8.38,ccd6980e-8493-4e5e-9790-7f69adf277ce,Illinois,Mobile,False
6f2dac92-b835-45b7-a862-1aeb364d3b82,2024-06-15,Shipping Inquiry,Human Agent,8.44,Resolved,0.64,3,7.4,72c69f4d-5337-47c3-900f-08a67a83c37b,Minnesota,Desktop,False
9cd53071-b9e5-4bfb-8b92-43ca1fb98a3c,2024-06-09,Account Update,AI Chatbot,0.77,Pending,0.61,2,3.74,4e75be17-3c6b-4490-a773-bf9b35763e2d,Indiana,Tablet,False
ec4b0878-70f1-4af6-972a-1de6d97cd94e,2024-06-26,Technical Support,AI Chatbot,0.69,Resolved,0.43,4,0.47,518950a8-16e9-4bd5-99ad-745dc7a26033,Kentucky,Tablet,True
a1c25110-3346-4837-8297-25750662b695,2024-06-20,Password Reset,Human Agent,7.48,Resolved,0.18,4,4.07,4a1f4503-e3de-40e4-b5bb-d3740f0496d4,Illinois,Tablet,True
82050bff-ea4c-440d-b95a-f925128a6f10,2024-02-03,Billing Question,Human Agent,11.69,Resolved,0.24,4,6.83,83edb587-eadf-4852-a58f-fbaca4f11e8c,Florida,Mobile,False
c9c2de3f-5dc5-4803-a541-83666f780706,2024-03-29,Account Update,Human Agent,2.35,Escalated,0.32,3,6.15,6167dcda-41e7-4c17-be73-d445e98cb3d6,Arkansas,Desktop,False
d49de7bf-4e41-4d4b-9571-92310096bdb0,2024-02-29,Account Update,AI Chatbot,0.89,Resolved,0.32,3,4.69,16d094d3-3f7a-4dd5-bd10-da26e4f62a07,South Dakota,Tablet,False
c45122a9-6c04-4181-ba5d-457d5aede2a7,2024-02-23,Password Reset,Human Agent,6.18,Resolved,0.39,3,6.74,ee3385f5-d693-4847-bd19-3d0f91f4bc41,Virginia,Tablet,True
0b9462ee-5934-4aa1-8897-d94cf5ed0e29,2024-02-27,Product Information,AI Chatbot,0.9,Resolved,0.32,3,5.4,082cf4ff-16ec-4877-8ac8-7992e00c0ebd,Washington,Tablet,False
3d119dbf-51ca-4629-ae55-a940975e04bf,2024-04-02,Technical Support,AI Chatbot,1.91,Resolved,0.46,4,1.02,46415ca6-4e1c-43ed-a146-7367136ac998,Pennsylvania,Tablet,False
e0cf125a-edb6-4c34-9c88-67cdcd81e5e7,2024-05-07,Account Update,AI Chatbot,0.81,Resolved,0.43,2,1.43,407f43c7-a414-4bd4-b5f4-d48ca418dccb,Pennsylvania,Tablet,True
3b8e6f86-936d-454f-8947-546f0d52cc2a,2024-03-17,Account Update,Human Agent,5.43,Resolved,0.73,5,8.68,3d272437-d434-4a51-b056-3faf40ac8ef6,Georgia,Desktop,False
9f1b0509-25ab-447c-b542-15ee522dac2e,2024-06-11,Shipping Inquiry,Human Agent,5.12,Resolved,0.01,3,7.12,35c4e405-5dd9-4ac7-85c0-e04a456c2dda,Texas,Desktop,False
a70604b1-a126-48aa-bffe-aaaf22e26453,2024-04-08,Technical Support,Human Agent,6.96,Escalated,0.42,2,6.26,ad2f4dfc-2d89-4d87-97e7-df16ccc454d3,Alabama,Tablet,False
83ece23c-7fc7-47d8-880e-68e2c6830fbd,2024-04-14,Product Information,AI Chatbot,2.4,Resolved,0.2,2,4.1,e83f6140-413f-4706-ba17-f91a0a573532,Wyoming,Desktop,False
b72dc8a5-6480-4fd3-a4be-6fcfeb0baa09,2024-02-13,Password Reset,AI Chatbot,2.51,Pending,0.6,1,3.28,14cb1a58-278c-4ea0-9d14-acc517cb6a3e,Texas,Mobile,False
49dcddf5-dffe-477c-a412-489d3e6720e6,2024-01-22,Shipping Inquiry,AI Chatbot,1.57,Escalated,0.44,1,3.14,b52c022f-1016-49e4-936a-296c2579ea44,Indiana,Desktop,False
3befca51-8cb7-4167-98f1-eff5c12fd38a,2024-04-04,Product Information,AI Chatbot,1.62,Resolved,-0.06,4,5.35,4cf1acfd-2a2c-48b4-b931-27955bb45676,Iowa,Desktop,True
d00dd511-1ad9-43ef-9cfe-cb5a250b3e99,2024-06-10,Technical Support,AI Chatbot,2.02,Pending,0.45,3,2.36,8c5fc864-9a8e-4b69-8eee-a533ddf6f28b,New Mexico,Tablet,False
24edea64-8418-4398-b863-b7213e1b3390,2024-03-21,Password Reset,Human Agent,6.71,Resolved,0.35,3,9.3,5e1cca14-d571-4a2a-aac7-b32ef0c327a5,New Jersey,Desktop,False
b02270d5-3081-49d1-9dd1-c3a98bd014f8,2024-05-18,Billing Question,AI Chatbot,1.43,Resolved,-0.1,1,4.66,a42244f9-a153-485e-849c-4603481981ad,Vermont,Tablet,False
5ee37a06-b83d-457c-ab3e-331b5379c106,2024-05-19,Billing Question,AI Chatbot,1.32,Resolved,0.16,3,1.03,2f357747-e4ef-4f7e-b0c4-0f7fc1c35b3e,Mississippi,Tablet,False
dac7f969-f797-49ba-8a77-53beecbcde73,2024-05-24,Shipping Inquiry,AI Chatbot,0.7,Resolved,0.29,4,2.98,beb6db3f-a0ce-4828-9ea2-5bd69bb55d1e,Delaware,Desktop,False
a99b8818-b27f-489f-93d2-00c5a9a1ee70,2024-01-07,Technical Support,AI Chatbot,2.65,Resolved,0.3,4,4.55,cb4c1374-3ace-4345-b38a-6bd5a22fba97,Minnesota,Desktop,False
3c6e80ce-c8a1-40ab-a1b1-59ff3799cfcc,2024-01-24,Billing Question,Human Agent,5.73,Resolved,0.68,3,8.16,ca06e722-cef2-4446-b4da-b97f90f8a06d,Alaska,Tablet,False
e4309546-4578-4788-b4f5-c35244b34071,2024-06-21,Password Reset,AI Chatbot,2.15,Resolved,0.01,4,3.27,21ff8547-ebf0-480e-b8ad-e965c0553252,Pennsylvania,Mobile,False
8224a0da-5510-456e-84e7-4d63cf52cea8,2024-01-27,Product Information,Human Agent,6.02,Resolved,0.41,3,5.33,3bcb732a-48e0-43d7-a70a-092540ede428,Oklahoma,Mobile,False
f0b623c1-90c6-4a84-8890-b9f620a093d1,2024-01-29,Password Reset,Human Agent,8.78,Resolved,0.35,5,7.35,e0330cf3-eef7-43ab-8db1-02f79ee4ea3f,Arkansas,Desktop,False
d7ec68e3-ea52-4d74-b52a-72f803fc1081,2024-04-21,Account Update,AI Chatbot,1.14,Resolved,0.25,3,2.47,9bad9b69-84ad-4aa6-b4d4-50ea2ffa192b,Vermont,Desktop,False
371b069c-1ed3-4b4f-b0f7-a1716344896d,2024-02-14,Password Reset,Human Agent,8.79,Resolved,0.39,4,7.02,196c20d5-6ba9-48d2-8798-2f985aa6f30f,New Jersey,Mobile,True
61fb895f-8bfd-46be-8d57-5dbfdb4c30c6,2024-02-05,Account Update,Human Agent,4.28,Resolved,0.22,3,5.48,4d7a2f4b-e310-4827-91a8-78499580be1d,Florida,Desktop,True
7c7aab79-3c8b-4351-b09b-dd8601cf0f67,2024-06-28,Password Reset,AI Chatbot,1.73,Resolved,0.66,4,1.92,526c3a46-b911-4573-a307-b8fd83dfadce,Mississippi,Tablet,False
df8b2ce0-cee9-445a-9809-702ae742dcad,2024-01-11,Account Update,AI Chatbot,1.33,Resolved,-0.28,5,4.47,053c5691-6386-4fa6-ba97-3da0fb9a5e61,Delaware,Desktop,False
71223fdf-6a11-46b7-924a-ce21f8e54033,2024-06-21,Account Update,Human Agent,6.3,Resolved,0.25,3,5.96,49c73f85-ee4e-4f62-8324-b7e48ed028cc,Georgia,Mobile,False
26701dea-2177-49c2-b173-27081979779b,2024-03-19,Technical Support,Human Agent,0.74,Escalated,0.45,2,6.99,81a58314-cc7f-4811-9557-2cbf1b504698,North Carolina,Tablet,False
09a9a783-22c5-48bb-b57e-b4ab736b638a,2024-05-21,Password Reset,AI Chatbot,1.93,Resolved,0.3,4,4.03,92682608-57df-4bb0-919d-1a87495d3723,Alaska,Desktop,False
211bb95a-0b94-4678-8c38-ad08483cb0d8,2024-06-12,Product Information,Human Agent,7.06,Resolved,0.09,4,8.15,51144837-5cf8-4432-a4e9-5e17fb9b5da7,New Hampshire,Tablet,False
195ec53b-1fd3-4560-8171-93216bf2aef2,2024-02-24,Technical Support,AI Chatbot,1.18,Escalated,0.17,1,4.6,972ad02f-2d32-474a-b6e6-1012149d1e19,Alabama,Mobile,False
173e3dc8-6c98-469e-bc21-1d8af1207f86,2024-03-10,Product Information,AI Chatbot,0.2,Resolved,0.17,4,2.58,24fb57a3-bc9e-4e29-8d03-364e2c391d03,Arkansas,Desktop,False
385033d0-29ba-4612-8059-96905e0a825d,2024-04-01,Product Information,AI Chatbot,0.78,Resolved,0.26,4,3.21,4411437d-c469-4907-9989-83d9c4ca2a8c,New Hampshire,Desktop,False
f158e8bb-d990-4ad5-92a1-2f9575a97fc8,2024-01-27,Billing Question,AI Chatbot,1.94,Resolved,0.84,3,1.87,c16da086-631a-4cf7-b8a5-b01dba7288a7,Iowa,Tablet,False
952af81c-abb8-4f15-b879-50a7b0cc4347,2024-05-18,Password Reset,AI Chatbot,1.54,Resolved,0.53,4,2.66,8a906c53-0b82-4216-afdf-a89b57624409,Oregon,Desktop,False
7e876d49-9a05-43d9-af2e-217f5efcfff5,2024-05-19,Account Update,Human Agent,7.52,Escalated,0.14,2,4.64,a5ac7a3e-f881-4e50-99d2-8addceaffaa6,Tennessee,Mobile,False
9a457aaa-f043-4279-9cbb-13e9d16501ac,2024-01-04,Password Reset,Human Agent,4.05,Resolved,0.78,4,4.06,c695a6bb-015c-40fd-bb2b-3b03a27e8edc,South Carolina,Mobile,True
72fded10-9ab0-4bf4-8c65-1507f6730ee5,2024-02-01,Technical Support,Human Agent,0.5,Resolved,0.51,3,5.47,c2a2f648-7028-45aa-8291-f93f39686098,Minnesota,Tablet,True
f087a53a-54e4-4d16-a277-85c2bb06ae38,2024-04-29,Shipping Inquiry,AI Chatbot,2.34,Pending,0.42,2,3.41,625fe7af-43e1-43e7-9fa4-25b1328b1b7c,Kansas,Desktop,False
647ddc41-103e-4ab5-bf8e-98d7356f3e95,2024-05-03,Technical Support,Human Agent,10.24,Escalated,0.13,3,10.11,be60cc52-2ad8-41ea-9a3c-0ff3baa1721d,Kentucky,Desktop,True
710cc20a-9928-4cc8-bf4b-10485e0cc510,2024-03-07,Billing Question,Human Agent,5.33,Resolved,0.25,3,3.45,0148b62f-7cd9-442a-9233-36bbac58a219,Wisconsin,Tablet,True
515d3a83-01b5-45f0-b68d-2e90975e7aa4,2024-05-01,Shipping Inquiry,AI Chatbot,1.34,Resolved,0.44,4,-0.42,3a14e667-77bb-48dd-aadb-05baaab54e69,Wyoming,Desktop,False
64e504c6-4ba0-468f-b60b-743c4c5c1046,2024-03-30,Technical Support,Human Agent,10.71,Resolved,0.08,3,9.1,60cd3ff4-7bfb-4bc8-8b76-80d618fe228b,Arkansas,Tablet,True
777f1c63-d694-49dc-8183-f8ec2f79e95a,2024-04-04,Billing Question,AI Chatbot,0.99,Resolved,0.89,3,3.54,6642eedd-00e2-4520-90fc-8f7eb7d1853b,Oklahoma,Tablet,False
ae7921ea-52ae-4c32-9916-6c48b96baf5b,2024-06-08,Technical Support,AI Chatbot,2.27,Resolved,0.31,4,5.7,b5d4d8e8-531c-4e5f-9603-ddc092dc27a3,Nevada,Desktop,False
07da1444-4a8c-4e50-b96b-c17c02c57f7c,2024-01-13,Product Information,Human Agent,4.5,Resolved,-0.13,1,3.01,e96033a1-a4d9-4480-9c3b-51bfd2dfb389,New Mexico,Desktop,False
a2139c97-3a96-4c5b-b613-789e6243a9d3,2024-05-23,Technical Support,Human Agent,4.33,Resolved,-0.03,3,5.8,b4c15fd8-0b7a-439b-bb08-33b41292b35a,Texas,Mobile,False
8194714b-e2ce-4afa-b28e-69e93c4f222f,2024-04-22,Shipping Inquiry,Human Agent,5.61,Resolved,0.14,3,10.34,3c851261-9ba4-4bf4-88d7-53239952d978,North Carolina,Mobile,False
529058b7-6375-4c2e-a1d5-446e486f8728,2024-06-16,Shipping Inquiry,Human Agent,10.82,Resolved,0.14,3,6.14,7895aa0f-c4c6-4dc7-9c1b-0808f03a0ab7,Texas,Mobile,False
d7190a3d-3d40-499e-be3a-18cc100ea6a2,2024-06-12,Product Information,Human Agent,14.57,Resolved,-0.14,4,10.27,18cbada1-b13c-47c3-95ed-98e5cb329799,Florida,Desktop,False
f95559b3-05e0-480b-b6e5-a0d400398652,2024-02-15,Shipping Inquiry,AI Chatbot,2.27,Resolved,0.94,4,2.15,75b42056-3bc5-4de1-9ea5-e310ddbfbbfc,Pennsylvania,Mobile,False
05c6463a-b587-416d-8d9f-30b9a3efe0e6,2024-03-22,Account Update,Human Agent,6.75,Escalated,0.2,4,8.72,7b8195a3-1dec-4741-b7cc-d30cce413479,Pennsylvania,Desktop,False
87876484-b4bd-4667-99ab-dff945c7d22e,2024-03-29,Shipping Inquiry,Human Agent,10.24,Resolved,0.52,3,3.95,fa3dd83d-acad-4f13-8e9c-aeb0b1a48ca2,New Jersey,Desktop,False
86788edf-82ac-4544-949c-3f80ed043497,2024-01-17,Account Update,AI Chatbot,0.84,Resolved,0.1,3,2.79,274af7dd-60ac-4594-802b-17fb240e9a7e,South Carolina,Tablet,False
93584825-a601-45a7-8ab0-33ba07d7cffc,2024-04-29,Account Update,Human Agent,12.34,Resolved,0.82,3,7.59,8c2b680e-70b1-4110-ae53-e72cb2590b8c,South Dakota,Tablet,False
d90d7f15-5043-4828-b96d-0bdf092784e8,2024-06-01,Technical Support,Human Agent,6.21,Resolved,0.27,5,7.21,b069f02f-1482-4569-91d5-f4a002c531da,Wisconsin,Desktop,True
a2962c3e-15d5-405a-9acb-aae2635ab263,2024-01-27,Account Update,AI Chatbot,0.58,Resolved,-0.07,3,1.68,e402a7c3-21b3-4928-8f50-7035e4c4b144,Rhode Island,Mobile,False
73da561d-9b5d-4a2b-bd2b-754a517cd786,2024-03-27,Billing Question,Human Agent,4.46,Resolved,0.77,3,9.46,1efe2651-e523-42b3-8a22-92a571fffd5b,Idaho,Tablet,True
874fe3fe-900a-4df5-bb10-b66548590c79,2024-05-22,Billing Question,Human Agent,7.44,Resolved,0.24,3,7.68,3f7df7f7-e644-4054-b229-517293d12857,Minnesota,Mobile,False
0ab8bea6-05ad-4760-8d12-1cc07c990ca4,2024-04-07,Account Update,Human Agent,11.35,Resolved,0.24,3,10.03,47669e4d-35f4-4ac5-b002-eb665d38060f,Kansas,Mobile,False
e7c319a0-3ccd-442b-9e37-ed9d3a6dd0ba,2024-03-21,Password Reset,Human Agent,5.92,Resolved,0.32,3,6.54,35735159-a197-496b-9789-6af6b2efcab7,Alaska,Mobile,False
4be476fb-0255-4db9-82c1-ecb0bbcd3a4e,2024-04-30,Shipping Inquiry,AI Chatbot,1.08,Resolved,0.05,4,1.78,d7d715d5-e5d5-4c88-96f4-35e674df0715,Alaska,Tablet,False
9670c0bb-637c-412f-a0b7-23f4c68b6ac2,2024-05-04,Account Update,Human Agent,2.83,Resolved,0.21,4,7.94,294c45a2-5b21-44b3-be05-fa0cfdebe29d,Alaska,Desktop,False
6adf7c5f-74e9-4117-b4ef-9781686498f0,2024-03-29,Shipping Inquiry,AI Chatbot,0.24,Resolved,0.39,4,4.14,cb5e1e92-f787-4b2a-94e3-f4c45fc95e6e,New Mexico,Desktop,False
c4ee2531-ee57-48a6-9434-c72a36959a46,2024-04-13,Account Update,Human Agent,10.49,Resolved,-0.0,3,8.4,19409634-0cf7-4b2d-ac7e-2072d294f821,Alaska,Mobile,False
0ca6a3b0-6ae4-488f-b2c3-2a625e3d0228,2024-02-13,Technical Support,Human Agent,5.85,Resolved,0.7,3,7.81,0ca26b93-3568-432f-88e7-15e8048726ee,Texas,Tablet,False
b80e390a-81db-4f1f-88d4-861703eeeba5,2024-06-05,Password Reset,Human Agent,10.19,Resolved,0.17,3,6.38,3b453cf3-93c7-483a-98ec-ece84d93e603,Nebraska,Tablet,False
f4e48ee5-6efe-4a4b-b63e-184c527c2abf,2024-04-01,Shipping Inquiry,Human Agent,8.71,Resolved,0.84,4,6.1,9ad6274d-7eb2-422b-81ce-7b99e02e5c23,Ohio,Desktop,False
a11d36f2-44f4-4192-8136-97ea7b83a0b7,2024-04-13,Account Update,AI Chatbot,1.52,Pending,0.48,2,6.32,7d15f3d4-1d59-45a3-815f-3296336b46b4,Washington,Desktop,False
b4180d26-b01d-4b72-9eb3-f68f57648b30,2024-03-30,Product Information,Human Agent,6.9,Resolved,0.65,2,7.33,8cfba4d6-9c25-489a-92b9-1378889bb857,Texas,Tablet,False
f20a4d46-0801-4513-b506-4a47f64e502e,2024-05-20,Account Update,Human Agent,8.99,Resolved,0.45,3,8.66,688092d6-3f75-4bb6-bace-4c93c8fb6446,Kansas,Tablet,False
63f93c71-2de1-4dd8-bcc4-b2f0db0269c4,2024-03-09,Shipping Inquiry,Human Agent,3.5,Resolved,0.11,3,6.82,9334ae60-a898-4a47-abcd-14fce610d7d7,Georgia,Mobile,False
8e39a8d1-401e-4d87-90d8-fb41f1840738,2024-05-12,Password Reset,Human Agent,6.67,Resolved,0.63,3,7.32,f80f9880-d564-493e-ac9d-ac95e0e1a5df,Rhode Island,Desktop,False
710f3798-5785-41a6-aad7-de5a73b904e2,2024-01-09,Product Information,Human Agent,1.59,Resolved,0.53,4,6.15,e42a915f-e8ef-474b-8226-669f7c8f6b94,Massachusetts,Mobile,True
b8f32045-65da-43e7-a3cf-7d14a4e43622,2024-06-07,Product Information,Human Agent,0.75,Resolved,0.28,3,7.17,4c34b619-807d-43df-b5ef-2528b775cdec,Michigan,Desktop,False
de53a198-c5d1-4ddd-99c5-14f1b1fa7848,2024-05-05,Account Update,AI Chatbot,0.8,Resolved,0.31,4,1.59,d3402bf8-066c-4d15-a407-8dfc7abd6681,Wisconsin,Mobile,False
e16c736c-55f4-4e18-91bd-5c12c347422b,2024-04-09,Billing Question,Human Agent,9.64,Resolved,0.14,5,8.24,dde95fdc-0e89-4b15-bade-d5b031df4e45,Mississippi,Tablet,False
b2fe050c-76a3-4cc3-9167-b3d7494973a5,2024-06-27,Technical Support,Human Agent,4.99,Resolved,0.26,3,7.93,392d1478-99e4-4536-b702-21a72c16a698,Louisiana,Desktop,False
46c422e2-f060-41d2-816f-5c0b3720d657,2024-04-10,Billing Question,AI Chatbot,1.28,Pending,0.44,3,3.3,fc25287a-8a38-4fc3-8fbb-2b6d32384688,Washington,Tablet,False
57773167-d843-473d-9c04-6ed998d865b4,2024-06-01,Shipping Inquiry,Human Agent,4.89,Resolved,0.59,4,8.59,ba8ae11d-b98b-41cc-b844-61c43e30c0e7,Georgia,Desktop,True
d76b5439-9e58-45c4-a0d6-36c47eb7fd1f,2024-03-29,Shipping Inquiry,Human Agent,8.7,Resolved,0.39,4,5.64,a5c37dc1-dced-4de5-a33d-e9535805c626,North Carolina,Tablet,False
03c85645-9c1c-4f21-890b-92974feb0bc7,2024-05-30,Billing Question,AI Chatbot,0.81,Resolved,0.2,3,3.69,7ea2b48f-2d60-40dc-83a5-d2d09ce5bf5b,Maine,Mobile,False
5d6a3d45-423a-4ed8-957f-661785d82adc,2024-05-08,Technical Support,Human Agent,1.41,Resolved,0.06,4,6.04,8dd819aa-ef4f-427e-9691-e09e58017857,Indiana,Tablet,False
1a3ad5b5-44b1-45e7-a2ce-d5c3fc912100,2024-04-23,Product Information,AI Chatbot,1.36,Escalated,0.44,1,2.86,02525ba8-dc1f-4874-b92f-0151d217be80,Minnesota,Desktop,False
6887c29b-1665-4a39-a552-f9038dd24575,2024-03-02,Billing Question,AI Chatbot,1.53,Resolved,0.18,2,4.84,535279d1-3462-4469-8216-72b1ecc5f6c0,Utah,Mobile,False
ce247c65-9d24-451f-811d-2af2d03860ac,2024-01-02,Billing Question,Human Agent,10.06,Escalated,0.12,1,5.09,71adb6ac-d143-438b-8fc3-ddd5bf26b206,South Carolina,Desktop,False
936f1f97-ad2e-4a86-839a-632dce7d1f32,2024-01-13,Password Reset,Human Agent,6.73,Resolved,0.37,3,4.62,41ab2199-108f-4877-bd6a-34b4578d9db3,Arizona,Mobile,False
a2a8a859-7264-418b-b2fc-1f1fd18462af,2024-06-28,Billing Question,Human Agent,11.59,Resolved,0.56,4,8.7,a26dd08c-1f63-453d-b54f-93743107c00d,Illinois,Tablet,True
91b17379-c0d0-4f17-bb23-14341ef08657,2024-02-21,Password Reset,Human Agent,10.47,Pending,0.57,3,4.72,b15b29b1-8806-4c87-abfe-ca3c6b478baf,Texas,Desktop,False
6f9c5aac-447f-4ddf-a8c4-34145f051e1e,2024-02-09,Password Reset,Human Agent,10.37,Escalated,0.48,1,6.85,895b01fd-c721-4bec-a93c-c7dfa17c1b53,Maine,Desktop,False
f06f9e73-d082-45e4-af3d-42e2ac62e6bf,2024-01-23,Technical Support,AI Chatbot,1.27,Resolved,-0.15,3,2.82,3813e429-cbde-4740-bed8-fadf0a05e754,Alabama,Mobile,False
c65ef6de-c351-4163-ae57-55a3d2a5163a,2024-05-19,Product Information,Human Agent,5.28,Resolved,0.35,4,8.15,8900063f-48ea-45e1-b547-447408ac3e46,Oklahoma,Desktop,True
d3328c95-8092-4f21-a537-7edc2b01f363,2024-05-17,Password Reset,AI Chatbot,1.71,Resolved,-0.12,3,1.83,f2633fda-c3fb-42d8-bc41-f25597e82641,Colorado,Desktop,False
0d188556-b6dd-4b6f-9ba0-7d6c93b83f55,2024-03-07,Password Reset,Human Agent,2.34,Resolved,1.0,4,7.47,0f767a41-f669-4ee4-a4c5-0acb019fe717,Connecticut,Tablet,True
b45c7c41-3500-47e5-93c1-5e79a2eec99b,2024-01-26,Billing Question,Human Agent,11.78,Resolved,0.62,4,5.31,76ddafa0-85e8-424c-9cf0-506912309320,Missouri,Mobile,False
6b13e710-4fdd-4f58-b2f8-fdff7499654a,2024-01-29,Technical Support,AI Chatbot,1.24,Escalated,0.33,5,1.3,53c47016-5864-475a-a55e-8b4462e77ed0,North Carolina,Tablet,False
bcf8c359-ea4d-4065-9e9f-f6a01c64e808,2024-03-17,Account Update,Human Agent,8.42,Resolved,0.63,5,9.23,9bc12699-09c6-4e20-91fe-3235e18383bc,Rhode Island,Desktop,False
aea1613a-91eb-4ec3-89d5-7939ce118535,2024-01-22,Account Update,Human Agent,7.01,Escalated,0.79,3,4.52,eb8efcc7-86c9-41bf-9152-4445a736bf0f,Nebraska,Mobile,False
ad14822c-8d2e-48ac-8d22-2cf212b70cae,2024-04-05,Password Reset,Human Agent,6.59,Escalated,0.43,4,4.89,3fbf3c55-b1b8-4c23-bf38-3ea18f8ab9d7,Mississippi,Tablet,False
e2c2cdc2-c8f6-4d27-a0c3-9af7dcafd47f,2024-05-19,Product Information,AI Chatbot,1.8,Escalated,0.23,2,2.85,5fd73b52-f30c-461d-9db0-ef2fa53a6257,Wyoming,Tablet,False
de075f6d-14d3-4a29-8cf0-53b57d873d81,2024-06-18,Billing Question,AI Chatbot,2.55,Resolved,0.22,3,1.57,c42382e1-d9d7-4188-a3b7-0c19c4922681,Iowa,Mobile,True
522f95f2-1303-4335-8e4c-f4f927fc4487,2024-04-26,Technical Support,Human Agent,8.2,Pending,-0.04,1,7.43,10fc9690-08da-49e7-93ab-50a15d6d7ecb,Kentucky,Desktop,False
9ac34d33-2cf4-4cf1-b476-67b378f7dc38,2024-02-12,Account Update,Human Agent,3.85,Resolved,-0.12,2,5.78,79488bc2-e963-42ad-bf9e-1dc17176b9e0,Iowa,Desktop,False
8469ba51-a253-43cd-9f47-8a94b34c32e8,2024-02-22,Shipping Inquiry,AI Chatbot,1.73,Escalated,0.33,2,0.07,28f728b3-ad0c-4068-ad3d-4b05ef13c270,Oregon,Tablet,False
b0749377-19b6-4367-be8b-23968ac3ba4f,2024-04-06,Technical Support,AI Chatbot,0.34,Escalated,0.33,3,4.21,d25f8de3-2e16-405d-98c5-cb0460a3655f,Hawaii,Tablet,False
2c3bce42-658c-4c00-a622-9ac363e04ef4,2024-05-16,Password Reset,AI Chatbot,2.48,Resolved,0.12,4,2.68,562371a5-b373-4679-83e0-7fae89a3268f,Louisiana,Tablet,False
80600435-8216-431e-8433-b20c90be1cb7,2024-01-18,Shipping Inquiry,Human Agent,11.31,Escalated,0.13,3,8.69,3623bc91-00e4-4379-941a-03e75b3c576a,Ohio,Desktop,False
3b6a2823-c1e4-4691-a2c2-70b531a32d46,2024-02-04,Account Update,AI Chatbot,1.02,Resolved,0.25,3,2.71,8b3b78b3-618a-4f37-bede-306ff8e9ca65,Indiana,Tablet,False
ca61592d-7de2-4a21-b806-337f193d470f,2024-03-07,Product Information,Human Agent,5.4,Resolved,0.32,3,5.07,26df629b-c1e9-4939-8cc2-c502878ecd98,Missouri,Desktop,False
5709c668-3583-4446-8bbe-a4935fdc06d5,2024-01-19,Product Information,Human Agent,9.56,Resolved,-0.01,4,7.63,c6b885f4-2f50-474d-913e-757c338d8de3,West Virginia,Desktop,False
7383595e-8067-438a-82df-35588d2da4d6,2024-06-22,Password Reset,AI Chatbot,1.83,Resolved,0.37,3,3.06,15e76af8-d8fe-41a6-b3f0-0d2f16b68f08,Michigan,Desktop,False
07058377-1405-4588-87fd-189b1839b062,2024-06-21,Shipping Inquiry,Human Agent,7.96,Resolved,-0.05,4,7.85,96a3f533-58ab-439f-ba82-423479476087,Vermont,Desktop,False
5403c90f-e96f-4cd0-9410-acbb9448d169,2024-03-25,Shipping Inquiry,AI Chatbot,2.1,Resolved,0.26,2,2.64,b9e9c9c8-aab0-431f-b92b-504ee932760f,Colorado,Desktop,False
f2829126-3cbd-40e5-9b71-683937d9c434,2024-06-11,Technical Support,Human Agent,5.99,Resolved,0.13,2,8.25,c47c8ee9-0fa6-464c-aa24-e2e047be87a0,Nevada,Mobile,False
28f3f209-ff80-4570-a674-45790a682074,2024-05-12,Account Update,AI Chatbot,2.87,Resolved,0.42,3,2.11,0f2f4c70-58f9-4a8e-b9bb-8e893d75bcb3,Alaska,Tablet,False
